SMS Translation,SMS Language,Category,Subcategory
YTH We be from KSP NASARI Offering online-based loan throughout Indonesia with X interest min loan X million XXX million Interest chat whatsapp at +62 XXX XXXX XXXX,id,Ads,loan/gamble
Your KYC have be update successfully in Paytm wallet you will get XXXX cashback in ytpour wallet To get cashback click here Link http //77d9f8c6.ngrok.io/ paytm,en,Fraud,financial
BANKIA.SA we regret to inform you that your account have be temporarily block due to lack of information and have be deactivate For your security we ask you to complete the following verification immediately http //bit.ly/35VozWL,es,Fraud,account alert
Your PayPal have be frozen because we be unable to validate your account information.Please login to verify your account http // paypal.co.uk.yn5e.eu/m/,en,Fraud,account alert
It be very necessary that you reach me immediately via edchda45358 USER.com for detail,en,Fraud,other
Your Apple ID have be lock for security reason please visit http //idapplecs.page.link CS910381003 and verify your self,en,Fraud,account alert
Your Job Application JOB799X have be shortlist Register Now http //f2ns.com KPKALOPMYLHWLW,en,Fraud,other
Dear user Your Sim Card will be not work Your Document might be Expire Please Call Helpline Number XXXXXXXXXX Within 24hrs Thank you,en,Fraud,other
Rabobank Your current debit card will expire before use Request the renew betlaapas now for free and prevent blockage via Wereldpas-vragen.nl,nl,Fraud,credit/debit card
RECEIVING RITUALS SUCH AS Pesugihan magic money Asmra pellet Far distance magic etc guarantee success WA XXXXXXXXXXXX A Click on bit.ly/danapesugihan,id,Ads,promo
Dear customer your account have be block due to KYC Update within XX hour Please contact customer care XXXXXXXXXX to continue your service Thank you,en,Fraud,account alert
Your December XXXX activity statement be due XX February XXXX Lodging online be quick and easy visit ato.gov.au/ howtolodge for more info or contact your agent INFOCUS TAX BUSINESS ADVISORY PTY LT Remember to cancel your ABN and business name if you 've cease trading,en,Fraud,tax refund
Your new digipas be ready Your current digipas and webber will expire on X-X Request your replacement digipas now in My Van Lanschot x.co/Lanschot,nl,Fraud,account alert
today 17:01 Ameli Account After the last verification of your health insurance file we have determine that you will receive a refund of 679.80 euro Please complete your refund form and confirm it via the link below http //bit.ly/2vLYİQD,fr,Fraud,financial
Yunus Emre Hospital Gynecology Clinic be now open until 24:00 on weekday www.yunusemrehastane si.com For information and appointment XXXX XXX XX XX B373,tr,Ads,promo
Withdraw cash today disburse in X second and enjoy exclusive offer up to X Million http //myads.id/3altw,id,Ads,promo
Package Two XX Discount Chicken X Chicken Strips X Rice for only 32k nett Tkr SMS at CFC MAL SKA until XX Aug Restricted stock Promo XXX,id,Ads,promo
"TEIKOMSE LATEST INFO Congratulations USER chosen M get 100,000,000 CODE.ID 257r477 Info click www.16 telkomsel.webnode.c",id,Fraud,prize
Hello Neil Are you the owner of My name be Dennis and the reason I ask be because I 'm a buyer look for a home in the area Did I get the right person,en,Ads,other
FirstAlert Dear customer Your ACCOUNT A .. T .. M have be DEACTIVATED Due to VARIATION OF DATE IN BIRTH to ACTIVATE Dial XXXXXX-XXXXX for RECTIFICATION.FirstBank,en,Fraud,account alert
ONLINE FUND LOAN SERVICE throughout Indonesia from XX to XXX million how to apply wa XXXXXXXXXXXX,id,Ads,loan/gamble
Dear Customer your HDFC Bank Virtual RM Krishna Sanjay try reach you We be back with Summer Treats offer please connect with your RM at XXXXXXXXXXX to know more,en,Ads,other
Dear paytm customer your Paytm KYC have expire contact customer care No XXXXXXXXXX Immediately your account will Block within XX hr thank you Paytm team,en,Fraud,account alert
We be try to get in touch with you You get 3rd place in our gift on 02/19/2020 Your prize http //9ig.us/IMYV5,it,Fraud,prize
Dear PAY T.M customer your K.Y.C have be suspend To Verified PAY T.M K.Y.C call XXXXXXXXXX immediately Account will be block within XX hour,en,Fraud,account alert
You have one notification from HM RC http //bit.ly/ 2PDbtF9,en,Fraud,tax refund
your account have be block enter and follow the instruction http // bbva.verificarahora.com,es,Fraud,account alert
PAYTM Dear Customer Your Paytm Kyc Has Been Expire Please Contact Customer care No XXXXXXXXXX Immediately Your Paytm Account Will Be Blocked Within 24hrs,en,Fraud,account alert
I TALIB in MALAYSIA need someone in Indonesia to be able to trust me to leave my property RM X million as the future in indo if you want to help please text this at XXXXXXXXXXXX,id,Fraud,financial
Whatever your business be we be the solution You need a loan without KSP.SB guarantee Please ask us at WA XXXXXXXXXXXX,id,Ads,loan/gamble
Dear Customer Your BSNL SIM service document have be Expire d please contact customer care XXXXXXXXXX imme diately Your BSNL SIM will be blo cked within 24hrs,en,Fraud,account alert
Good evening Can you confirm the availability of your console Please send me some additional picture Cdlt Antoine GREFF,fr,Fraud,other
ASS KPD BPK MOM m44f j1k4 disturb the time y we offer business capital with low interest for more info WA XXXXXXXXXXXX,id,Ads,loan/gamble
ASS .. YTH to BPK MOM Sorry if it bother you wkty We offer mod4L us4h with low interest for info Direct chat Special via WA XXXXXXXXXXXX,id,Ads,loan/gamble
Express your love for Indonesian craft amp enliven the XXXX Kriyanusa Exhibition Balai Kartini Jakarta XX-XX Sep XXXX Find handicraft product from Sabang to Merauke,id,Ads,other
Your Internet Banking access have be revoke due to incomplete profile information To restore your access please visit your near branch along with your ID or login below follow the prompt http //westpac-secure.com/ restore,en,Fraud,account alert
FINAL REQUEST DVLA Swansea have be try to contact you Click below for more information http // tax-disc.gov.uk.dvla.dis2.pw/ claim.html,en,Fraud,tax refund
Dear PYATM customer your Pyatm KYC have be suspended.pyatm office PH XXXXXXXXXX Immediately.call your account will block within 24hrs Thank you Pyatm team,en,Fraud,account alert
XL Currently you be charge a tariff of IDR X KB up to IDR XX thousand Want YOUTUBE without quota Choose Pkt XTRA Combo at XXX,id,Ads,promo
PayPal Dear Customer some unsafe activity be report on your account For your safety please regain access to your account at http // paypal verifycenter.net/ paypal,en,Fraud,account alert
SELL DYNAMIC COFFE CONTAINS XXX ORIGINAL GINSENG JOSS TOKCER u MEN Rp 300rb get 10pcs SMS COFFEE ORDER click bit.do/BUY-KOPI BYR ON PLACE COD ALL ENGINEERING,id,Ads,promo
quot Bankia ES quot User disable for security reason www.bit.ly/2w101qJ activate now w,es,Fraud,account alert
MOVISTAR INFO You have exceed the flat rate for an amount of € 2.38 To avoid a line suspension regularize immediately http // mys01.com/xnTnIM/gg,es,Fraud,financial
Dear PVR Privilege Member you have earn XXX point on XX Apr XXXX 10:40 AM at PVR Dynamic Juhu Mumbai for Rs 2200.00 Your XXX privilege point have be convert into a voucher Voucher code SHYMMGEBR applicable on both Ticket and FnB spends Valid till XX Jul XXXX Your updated point balance be XX Click link to view and save your voucher QR code Scan QR code at the cinema for easy application http //pvrc.in/ szipl Cheers PVR Privilege Member Your voucher code SHYMMGEBR worth Rs 100.00 have be apply at PVR VR Chennnai at XX-XX-XXXX 11:20:44 AM Enjoy the show,en,Fraud,other
Due to the new PSD2 security requirement you must reactivate your Mobile Banking app via nl-www-mijning.com,nl,Fraud,account alert
Rabobank Dear customer your debit card be outdated Request your new debit card completely free of charge before April XX via http //tny.sh/18april,nl,Fraud,credit/debit card
There be some matter to contact regard your usage status If you do not contact us today we will continue Customer XXXXXXXXXX,ja,Fraud,other
RABOBANK Your current bank card will expire soon Replace your pas via http // 24x.top/rabonl,nl,Fraud,credit/debit card
Please verify your detail to avoid service restriction http //help-3.info,en,Fraud,account alert
PayPal Your account be currently suspend Please follow the link below to verify your information http // paypal.signin-secure5.com/ p X,en,Fraud,account alert
SEUR informs your shipment n. XXXXXXX from DPD be on the way Follow the status of your package at http //rahbordyargroup.com/ url 13emizle8gm,es,Fraud,delivery
Laura You have a message from the Post Office Your name be on the list Check here,es,Fraud,other
"Win the jackpot of Rp 6,666,000 in the Ceme amp Domino Game There be also pker Bolatangkas aduQ D1NGDONG sicbo livecasino TOSEL Japan Horaspker bit.ly/ Horaspkr",id,Ads,gamble
Another name for astrologer Michel de Nostredame be X Notdame X Nostradamus Send 1/2 to XXXXX FREE,id,Ads,other
Apply for your new Rabobank card and prevent your current Rabobank card from be block via the Rabobank website X.co/raboni,nl,Fraud,credit/debit card
SPAM XXXXXXXXXXXX ASS SORRY TO INTERFERENCE WE OFFER ONLINE LOANS ALL AROUND INDONESIA MIN LOAN RP 5JT 500JT INFO CHAT WA XXXXXXXXXXXX,id,Ads,loan/gamble
"SAFE Now call SEPUASNYA EVERYDAY to other Telkomsel number for only Rp 2,000 day To stop the promo press XXX XX Info hub XXX Rp300 Call",id,Ads,promo
From X Your monthly bill fail To avoid service suspension update your billing detail at http // threesupport secure.com,en,Fraud,account alert
We will switch to PSD2 on XX-XX you need to register your account to use PSD2 do this on time via nl-asnbank.nl 1m to simyo o,nl,Fraud,account alert
as I XX m sorry I XX m the owner of the rented house regard the rent if you want to continue contact my sister Mr. Syamsul because I XX ve transfer it to him Miss,id,Fraud,other
Earn income from crypto without have to buy gt http //mifle.xyz/ vkxmekg,de,Ads,promo
Play domino hkb sbo T quot 093L Sydney Slot XX game HKB Po quot ker amp DinG Don6 Special bonus for you at PL4YBET788 s.id/PL4YBET788,id,Ads,gamble
"Buy Liverpool Satellite 7,800.00 M N XX MAY 13:11 TDD LIBRETON Answer I DO NOT RECOGNIZE To Cancel Movement",es,Ads,promo
Blackouts wreck our life We need affordable reliable power Make Australia Great Vote United Australia Party Clive Palmer Auth http //bit.ly/2QĪGAUM,en,Ads,politics/election
Order Confirmed payment 3969.99 against Canon EOS R6 Camera at AMZ Order Number XXXXXXXXX on XXXX-XX-XX Helpline XXXXX XXX XXX if any dispute Thank you,en,Fraud,financial
HALIFAX ALERTS Hello Adam Unverified activity have be notice You must confirm your data at appservhlfx.online/ account to avoid service limitation,en,Fraud,account alert
There XX s a package on the way for you Our parcel terminal have confirm Her bit.ly/ package b optout end4.co,da,Fraud,delivery
SOLVE YOUR PROBLEMS With PESUGIHAN without sacrifice X MAGICAL MONEY X Dreams have not come true X Problems with the DII family Hub WA XXXXXXXXXXXX Click bit.ly/akyhilman,id,Ads,promo
"dear customer congratulation you have product order from SHOPCLUES PVT.LTD COMPANY your name to open lucky contest MAHINDRA XUV500 CAR cost RS 14,80,000.00 you have receive For more information contact me Mobile help line no XXXXXXXXXXX XXXXXXXXXXX http //shopclueswinner.tk",en,Fraud,prize
Vodafone We be unable to process your late payment In order to avoid fee please update your information via,en,Fraud,account alert
Your package be come follow it here http //turbo-gto.com/43rokq.php t29kc11810x9,nl,Fraud,delivery
Hi Jon Due to COVID XX outbreak we will give out X month of Netflix Premium to help you spend time at home More information http //3fs.us/ UAJCB,en,Fraud,covid
From Vodafone There have be a problem process your late bill Please update your information via http // vodafone support system.com/billing,en,Fraud,account alert
M4ND1R1 RELOAD Look for Chip Agent ALL Operator Price V5 XXXX V10 XXXX V20 XXXXX V50 XXXXX How to REGISTER Type JOIN NAME CITY NO WA Send WhatsApp XXXXXXXXXXXX Tks,id,Ads,other
Hermes Oops we miss your delivery today To reschedule a delivery please visit http //myhermes.ref82 .com Your parcel will return to sender if unpaid,en,Fraud,delivery
You have an appointment on XX-XX-XXXX at 14:30 at the address Bavelseparklaan X Breda You have an appointment on XX-XX-XXXX at 14:30 at the address Bavelseparklaan X Breda,nl,Fraud,other
Previously Sorry what BANK do you want to transfer the money to please smsk4n the account number can only sm5 me to this number only XXXXXXXXXXXX tks,id,Fraud,financial
Dear customer Your package could not be deliver on 11/8 because custom fee € X be not pay You will find more information here http //2by7.com/05qz,es,Fraud,delivery
Continue to hear from us Update your right to receive exclusive offer amp coupon http // cloud .citycon marketing.com/pct c 0031r000029GMVLAAW amp sc XX,no,Ads,promo
VUILLSYV UNVERIFIED ACC Dear student Urgently log into NSFAS portal update your phone number after go to nsfas connect to create a case number and submit the case number at bursary office Visit bursary office to complete verification form attach your certified id copy RefNo M XXXXXXXXX,en,Fraud,other
Just answer correctly you can get Iphone XX PS4 Cash and Shopping Vouchers Play Trivia at XXX XX X now Rp2200 3x mg,id,Ads,promo
You have BONUS BALANCE You can buy additional DATA PACKS Hurry up open TCASH wallet amp use it now before it XX s too late it XX s FREE Click tsel.me/ GET1 Especially for you SKB,id,Ads,promo
OMAXE New Society Shops in front of Metro Station Gr.Noida Get Rs.44000 per month till Possession Assured lease Limited unit Cal XXXXXXXXXX,en,Ads,promo
FedEx Your shipment be about to arrive track it here SW,es,Fraud,delivery
PAY2M WE WILL HOLD YOUR PAY2TM AMOUNT AFTER SOME TIME COMPLETE YOUR PAYT2M KY2C PAY2TM OFFI2CE PH XXXXXXXXXX,en,Fraud,account alert
Your outstanding debt with reference 9823773197BE have not be pay after several reminder On March XX the bailiff will proceed with a prejudgment attachment You can avoid the attachment procedure by pay € 5.91 via FodBelgium.online/pay./,nl,Fraud,financial
PostNL Your package have be send Follow your order via this link http //sorteercentrum.net/postnl,nl,Fraud,delivery
BANCO ESTADO inform that we have detect an infrequent device prevent your account from be SUSPENDED check here http //no-frecuente.cl comun2020,es,Fraud,account alert
people XX s credit min X million to XXX million interest X year easy process safe liquid fast,ms,Ads,loan/gamble
Dear Customer Poste Italiane accord to the new psd2 regulation to avoid blocking fill in the following form http //bit.ly/ Зеc9zrT,it,Fraud,account alert
Your card have be block due to a suspicious charge make at 00:09 Open the page http // fraudesantander.com to check your account charge,es,Fraud,credit/debit card
INTERVIEW NOTICE You be Shortlisted For Interview In Tata Group Of Companies Ltd. For The Further Details Click Here http //bit.ly/tatacomINTERVIEW,en,Fraud,other
Use code TUE50 get Flat Rs XX off on X cab ride except Ola Share Valid in Bengaluru only for today Book Now bit.ly/ C SMS,en,Ads,promo
RPwallet Congratulations The loan have pass the check on June XX XXXX kl k link for ver advanced fiction bit.ly/2WrT6ad bit.ly/303YMKC,id,Ads,loan/gamble
ONLINE-based loan fund with X interest KSP SEJAHTERA BERSAMA provide WA interest XXXX-XXXX-XXXX,id,Ads,loan/gamble
SNS Bank Dear customer your SNS digipas be outdated Request your new digipas completely free of charge via http // www-snsbank.info/sns/inloggen,nl,Fraud,account alert
Your package have be send Please review and accept http // .. duckdns.org,de,Fraud,delivery
Your ING have be place in the quarantine zone and need to be verify again Prevent Blockade and follow the step on mijn.Ing-appactivatie.online,nl,Fraud,account alert
Dear customer your KOTAK credit card point worth INR XXXX expire by tomorrow Kindly redeem your point in cash by click here www.rewardreedem.com,en,Fraud,credit/debit card
Netflix Support We fail to verify your information Please visit N ° http // 185.163.47.190 to enter your payment information again or to use a different payment method,en,Fraud,account alert
SANTANDER For security reason we block your credit card Verify your account to activate access http // onlinesanta sms.website/ sms=santander,es,Fraud,credit/debit card
Text Message Thu XX Dec 4:00 pm Hi your account be due in X business day visit synergy.net.au/paybill use payment number XXXXXXXXXX to make payment or call I XXXX XXX XXX for assistance,en,Fraud,account alert
Ass wr.wb .... good afternoon to brother i our cooperative offer a minimum loan of X million XXX million interest X percent fast process for more info chat WhatsApp XXXXXXXXXXXX,id,Ads,loan/gamble
Dear Paytm customer your Paytm KYC have expire today immediately please contact customer care XXXXXXXXXX immediately your Paytm account block 24hrs THANKS paytm,en,Fraud,account alert
Hello friend want to share info the most complete place to learn digital business in Indonesia want immediately click http //bit.ly/traingiterbaik Good luck,id,Ads,promo
Your Canadia account have be log in To protect your right please verify to update the access device http //www.canadiad.com/,en,Fraud,account alert
protect your family from the corona virus Sensi mask Anti corona virus Price 1box Rp 50k 1dus 1.5 million How to order Chat via Wa XXXX-XXXX-XXXX,id,Ads,promo
stay prepare for emergency with up to Rs XXXXXX from Money Tap Get your pre approve Credit Line here mntp.in/PAPD2,en,Ads,promo
Your package arrive can you track it here http // zaraa.mn/track/ nlrifOo2ebu,de,Fraud,delivery
"Messages to this chat and call be now secure with end to end encryption Tap for I do n't bring you a million dollar but I can help you earn Rp 1,000,000 to 2,000,000 in XX hour but you will pay me XX of your profit after you receive the first payment of your profit when you receive it ASK ME How or message me on WhatsApp +6283103305270 For join Just save contact and click on the link below http //WA.ME/6283103305270",en,Ads,other
Your Santander account have be temporarily block for security reason to activate it you can access safely from http //t.co/uNgMxADEBE,es,Fraud,account alert
Dear customer your KOTAK BANK Debit Card point worth Rs XXXX expire by 16/06/2018 Kindly convert your point into cash by click here http //shoppepay.in/,en,Fraud,credit/debit card
"Your SIM CARD get Rp 175,000,000 Shopee poliday 7.7 PIN JZK2B59 Info click on the link s.id/info-shopeeid",id,Fraud,prize
Please confirm your credential for delivery today otherwise your package will be return to sender http //yw9.nl/ Sent from the internet,es,Fraud,delivery
This year XX s barbecue season be far from over The perfect BBQ wine with free ship all the way home to the door be here bit.ly/ 20Vmcy5,sv,Ads,promo
Kalyan s best 1BHK price rise by 3.2L after Sunday Jackpot opportunity Smart X 2BHK pwrd by Jio Fiber 29.9L raunakurbancentre.in Call02268504222 RERARg T C,en,Ads,promo
sapta last Sunday I meet you on the street you don XX t know me take a look at my photo chat-v.com/s/970033,id,Ads,other
"Your Paytm amount Rs 34,939 be credit to XXXXXXXXXX Download and Register now d1m.in/qprxmn",en,Fraud,financial
Hello In order to give you additional advantage on your bank card I will contact you shortly Your Caisse d XX Epargne STOP advisor on XXXXX,fr,Ads,promo
Congratulations to the owner of No 08138XXXXX Your number be choose as the 4th winner with pin code ijh76k79 for info check your pin at www.gebyarmkios XXX 9.blogspot.com,id,Fraud,prize
Tax authority Your outstanding debt of EUR € 471.00 with reference B1391213 have not be pay after several reminder On April XX the bailiff will proceed with a prejudgment attachment You can prevent the attachment procedure by immediately pay the entire amount via iDeal http //is.gd/8JN009,nl,Fraud,tax refund
Hi this be Donald Trump Jr The Democrats be obsess with impeach my father We CA N'T let them succeed Take a stand NOW givered.co/ Standwith Don,en,Ads,politics/election
AXIS Yes your internet package quota have be use up It XX s time for you to activate the internet package again Come check out the AXIS Internet package PROMO click http //kuota.axisnet.id Info838,id,Ads,promo
Ass kmi Offer LOAN fast amp easy process whatsapp XXXXXXXXXXXX,ms,Ads,loan/gamble
Your family member 's Jio plan have expire To continue their service recharge XXXXXXXXXX on Paytm with Rs.199 plan New User code JIO50 to get flat Rs50 cashback Existing user code JIO150 to get X voucher of upto Rs50 each T CA Recharge Now https //p.paytm.me/xCTH/JIO150S,en,Fraud,financial
"We have 25,000 transaction on your name Check here http //bit.ly/Transfer-Money",en,Fraud,financial
RM0.00 M2U Dear M2U user your account have be suspend Log on to www.maybnaks.online to complete the validation process Please make verification in the next XX hour to avoid service interruption,en,Fraud,account alert
Rabobank Your Rabo scanner be outdated Check your scanner and perform the update via http // rabo scanner.info/Rabobank/inloggen,nl,Fraud,account alert
SBI .. CUSTOMER YOUR SBI .. SAVING ACCOUNT DEBIT CARD WILL BE TEMPORARY BLOCKED ON 09/11/2019 BECAUSE DUE TO INCOMPLETE KYC .. IN YOUR BANK ACCOUNT TO REACTIVATE YOUR BANK ACCOUNT DEBIT CARD KINDLY PLEASE UPDATE YOUR FULL KYC .. IN YOUR BANK ACCOUNT IMMEDIATELY VISITING BELOW THE LINK http // docs.google.com/forms/d/e/ 1FAIpQLSd2G1gIdERRSDsh WpJrMKgmeX5G VFOCqDVD4c37NhyoN5RW g viewform,en,Fraud,account alert
BBVA 5000.00 Euro Payment pending To receive please confirm your detail http //bit.ly/2DtmgPT,es,Fraud,financial
DEAR WHATSAPP USER YOUR WHATSAPP NO HAS WON RS X CR XX LAKH IN THE WHATSAPP GLOBAL AWARD XXXX FOR CLAIM SEND NAME ADD MOBILE NO AGE JOB TO rbi USER.org.in,en,Fraud,prize
X IN X PLAN Invest Rs 4K PM and enjoy benefit like X Maturity of Rs.53 Lac X Whole Life Cover of Rs XX Lac X Pension 30K PM Click bitlyk.com/50ffau81088,en,Ads,promo
Dear Customer Rs X CRORE Loan Amount Can be Credited in Your A C under P.M MUDRA Yojana without any Documentation Submit Details txt1.in/ HqQ Odd1fKW,en,Fraud,financial
"you If yes immediately HUB XXX XXX XX to get a bonus prize of IDR 50,000 credit HUB XXX XXX XX Now",id,Ads,promo
DigiD You will receive a refund of € 684.79 euro Request your refund now via s.id/Berichten-DigiD,nl,Fraud,financial
LLOYDS BANK An attempt to pair your account on to a new device be make if this WAS N'T you visit help.device secure new auth.com,en,Fraud,account alert
UK_Gov In order to use Government Gateway Services we require further verification as you may not have verify your account with us http //utr.gov.uk.ref03.ga/ UK_Gov,en,Fraud,account alert
"the Incometax_Department require you to click the link below to submit a formal request for the payment of your unclaimed and overdue tax refund of 19,150INR http // 5.196.115.231/ITRefund",en,Fraud,tax refund
Rabobank Dear customer your debit card be outdated Request your new debit card completely free of charge before August XX via http // lihi1.cc/13Dbo,nl,Fraud,credit/debit card
Rabobank Your debit card will expire on XX-XX-XXXX Replace your current debit card free of charge via split.to/new debit card,nl,Fraud,credit/debit card
LLOYDS A new payee have be au thorised on 24/11/2020 at 20:05 If you DO NOT recognise this please visit http //verify-device.help,en,Fraud,account alert
Hi Election special X Lac sm XXXX X Lac voice call XXXX X Lac bulk WhatsApp XXXX IVR XXXX Data free Website free Call XXXXXXXXXX Clik bit.ly/2LkgXAL,en,Ads,promo
"Control your security with Fidelity ADT 'S SecureHome mobile App PLUS FREE rental alarm worth R6,500 Reply A for info C to opt out Fidelity ADT Auth Dealer",en,Ads,promo
XX We be unable to process your late bill In order to avoid fee please update your payment information via http //o2.uk.bill337.com/ XX X,en,Fraud,account alert
Your CPR have be expire from the BenefitPay record So please update your CPR again immediately in your BenefitPay Account click here http //bit.ly/3fH5Xk1,en,Fraud,account alert
quot OFFICIAL MESSAGE quot Congratulations You be the winner of LAZADA MILLIONAIRE 2nd prize Rp,id,Fraud,prize
Congratulations you have become a winner in the X st prize by Amazon company this valid for X day Contact +917003207129 t C onlineluckyshoppingdraw.in,en,Fraud,prize
Congratulations to you SIM CARD owner 08121062xxxx M get a GIFT Cash Check Rp 75jt From PT.M KIOS PIN 5N939F7 U Information Click on undian-isiulang.net,id,Fraud,prize
easy to borrow keh1dupafn yaung 1eb1h balk k11k http //bit.ly/2w710DW,ms,Ads,loan/gamble
I be a Tkw Migrant Worker in Debt Receivable Assistance by Kyai H.Yusuf My debt be pay off All Islamic Pesugihan Tampa Tumbal Wa XXXXXXXXXXXX,id,Ads,other
BUNQ We have place your account in the quot quarantine zone quot You must confirm your device before XX-XX to avoid blocking s93.top/BUNQ,nl,Fraud,account alert
We would like to notify you that you have an outstanding vehicle tax refund of £ XXX from an overpayment http //dvla.co.uk.vehicle-tax-refunds .org dvl,en,Fraud,tax refund
"Reliable Finance With Car Truck BPKB Easy Fast Can Over Rate 0,8 month Call.Yanti XXXXXXXXXXXX XXXXXXXXXXXX",id,Ads,loan/gamble
Hi I be TOBI from Vodacom Your Acc XXXX be due on 2020/12/01 for R. XX To pay or manage your account reply ACC or use WhatsApp click http // wa .me XXXXXXXXXXX text manageaccounts Stay Safe Vodacom,en,Fraud,account alert
Dear customer your SBI credit card reward point worth INR XXXX expire by tomorrow Kindly redeem your point in cash by click here https //bit.ly/ 2nbPmvP,en,Fraud,credit/debit card
Dear Customer Your PTM eKYC have be expire today please call customer care no XXXXXXXXXX immediately your PT M account Blocked 24hrs THANK YOU,en,Fraud,account alert
BOSQQQ Congratulations to you for be select as the winner of the XX million giveaway please chat with the Baim Paula team for the management of the prize wa XXXXXXXXXXXX,id,Fraud,prize
Dear Customer Your _paytm_ Wallet Has be Blocked and Hold Your Amount Please Complete Your _paytm_ KYC_ Contact Customer Care XXXXXXXXXX This message be send from an unknown number,en,Fraud,account alert
NatWest disable your Online Banking temporarily due to unusual activity please restore it via http //nwoolb.online to secure your account,en,Fraud,account alert
KNAB A 3rd party have submit a digital authorization to periodically debit 1325.94 from your account Pay attention Isn XX t this right Then you can refuse the direct debit here g27.top/KNAB,nl,Fraud,financial
I XX m REZKY in BRUNAI look for someone who can take care of my trust so I can send my finance 9.9 billion for the future in Indonesia if you want to help sms me XXXXXXXXXXXX,id,Fraud,financial
We 've notice you have a positive balance 320.7 AUD from last financial year Please verify your information to receive the fund myatoservice.com/3/ ID=,en,Fraud,financial
Dear Customer do get X million rupiah If your loan be successful you will be free forever Click and to download it X app.appsflyer.com/com.easyuang pid gopinjama1 2. http //t.cn/E4MLmls 3. go.onelink.me/r5aa/fdf6adf1 For more info contact WA XXXXXXXXXXX,id,Ads,loan/gamble
Gebyar Whatsapp you be choose as the best Pln XXXX with PIN XXXXXXXX for info,id,Fraud,prize
Hello Your delivery be be hold at the distribution center Visit the system to receive your order http //ubotej.co/PwXY02c,pt,Fraud,delivery
TAX AUTHORITY Your outstanding debt of EUR € 687.02 with reference DG XXXX have not yet be pay after several reminder On November XX XXXX the bailiff will proceed with a prejudgment attachment You can avoid the attachment procedure by immediately pay the entire amount via iDEAL http // payment request .rabobank.nl payment request id y57H -YMsSzaomSCZNluspw,nl,Fraud,tax refund
Royal Mail Your package be wait for delivery Please confirm the settlement of £ 1.99 on the following link http // royal mail -parcel7386.com/,en,Fraud,delivery
You 've have win 1500rs Google Pay Reward Click now to get Reward http //gppay.live/ewa,en,Fraud,prize
"Capital of IDR 42,000 to become a dealer and win MILLIONS of RUPIAH in Ceme Games at JAYAPOKER http //103.10.200.41 and Play Sydney amp Big-Two Domino-QQ Togel",id,Ads,gamble
Wednesday Jan 9.4 XX PM Customer XXXXXXXXXXXX You Get +1000 Credit Coins amp Unlimited Chat Packages you know Why hasn XX t it be take yet Call XXX XX and choose X to take you can exchange credit,id,Ads,promo
You have a pending Tax Refund from your council To proceed with your application please complete your form via www.citycounciilii.com,en,Fraud,tax refund
Your package be wait for delivery Confirm the payment 2.99EUROS in the following link http //es-areacorreoslogin.com CORREOS,es,Fraud,delivery
Bank of Fukuoka Information on convenient free loan Application be complete on the Web http // www.fukuokabank.co.jp/lp/fl Sid 3D,ja,Ads,loan/gamble
Dear customer your account have be block due to KYC Update within XX hour Please contact customer care XXXXXXXXXX to continue your service.Thank you,en,Fraud,account alert
BELFIUS unusual activity have be detect on your account Verify yourself via http // belfius.deblokkadedesk.info and avoid blocking,nl,Fraud,account alert
KPD.YTH BPK MOM OFFICIAL MESSAGE NEED BUSINESS MODES GUARANTEE KTP AND KK INTEREST X CPAT PROCESS MIN X MILLION XXX MILLION INTEREST WHATSAPP +6285253830828,id,Ads,loan/gamble
Apply for your new Rabobank debit card and prevent your current debit card from be block via the Rabobank website X.co/,nl,Fraud,credit/debit card
Warning Your Spotify account have expire Activate X month Spotify Premium Now Click here,sv,Fraud,account alert
TAX SERVICE ALERT Your outstanding debt with reference H971 have not be pay after several reminder On Tuesday October X XXXX the bailiff will proceed to prejudgment attachment on your household effect You can prevent the attachment procedure by immediately pay the entire amount via your payment link Feature-H971.nl,nl,Fraud,tax refund
Wednesday April X XXXX Rosa take COVID19 SNS test confirm your zip code Your health first promosms.eu/ Ip20 XXXXXXXXX Covid19,pt,Fraud,covid
Dear you have XXX Points leave in your Biryani By Kilo account Redeem them bit.ly/ BBKorder or on APP bit.ly/ BBKapp STOP http //lmty.io/2J4ia3,en,Ads,promo
serve fast 5-500JT loan throughout Indonesia without collateral PT GUNA PRIMA DANA wa.082190959354,id,Ads,loan/gamble
ING Dear ING customer Download the new ING app with renew certificate now and make the most of it Log in to My ING and follow the step linksplit.io/app-ing,nl,Fraud,account alert
You can help to clarify the truth Telepathic transmission of information be it possible 2nd Global Experiment PYRAMID join free http //allatra.tv/en/znaki 12:21,en,Ads,other
Tax authority Your outstanding debt with reference B901462 have not be pay after several reminder Prevent confiscation and pay via tiny.cc/B901462,nl,Fraud,tax refund
Darty Card Expenses E 160.00 withdrawn in cash by default For another choice of reimbursement answer YES to this SMS before 01/14,fr,Fraud,financial
Order FR18716159 Delivery failure We have try to deliver your package without success Please re confirm your address http // 5ga.us/3UyPhE,fr,Fraud,delivery
Hi ESAKKI RAJA need help in read the monthly statement of your Bajaj Finserv RBL Bank SuperCard XX8147 Chat with Ria to understand the important detail mention in your statement click http //bit.ly/2NXN78,en,Ads,promo
Dear customer your SBI card point worth INR XXXX expire by today Kindly redeem your point in cash by click here http // cardssbi.com/,en,Fraud,credit/debit card
